month,year,sku_id,sku_name,category,subcategory,monthly_units_sold,avg_daily_sales,total_revenue,spike_percentage,spike_reason,event_type,inventory_impact,demand_trend,festival_effect,seasonal_effect,promotion_effect,weekend_effect,stockout_days,lost_sales_units,business_notes
November,2024,SKU0068,Buttermilk 200ml,Dairy,Beverages,978,32.6,22494.0,5.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0271,Wall Clock Standard,Household,Home Decor,137,4.6,45073.0,14.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0282,Hand Blender Standard,Electronics,Appliances,249,8.3,348351.0,38.3,Electronics and lifestyle deals,Promotion - Black Friday Style,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,Black Friday Style,2% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Promotion active: Black Friday Style; Niche product - irregular demand pattern
November,2024,SKU0071,Ice Cream Cone Pack 6pcs,Dairy,Frozen,460,15.3,54740.0,-14.8,Regular consumer demand,Normal Trading,Low stock impact - 37 units missed opportunity,Moderate Decline,None,No Winter relevance,None,7% avg weekend uplift,0,37,Seasonal factor: No Winter relevance
November,2024,SKU0188,Toothbrush 2pcs,Personal Care,Oral Care,981,32.7,136359.0,21.1,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0266,Toilet Cleaner 1L,Household,Cleaning,717,23.9,121173.0,-8.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0125,Rusks 300g,Bakery,Bakery,712,23.7,44144.0,-1.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,10% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0032,Almonds 500g,Grocery,Nuts,596,19.9,297404.0,4.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0053,Chia Seeds 250g,Grocery,Seeds,137,4.6,31373.0,-8.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0087,Soft Drink Cola 2L,Beverages,Soft Drinks,723,24.1,57117.0,26.8,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0088,Soft Drink Orange 2L,Beverages,Soft Drinks,505,16.8,39895.0,-15.8,Regular consumer demand,Normal Trading,Stockout for 5 days - lost 74 units,Moderate Decline,None,No Winter relevance,None,12% avg weekend uplift,5,74,Seasonal factor: No Winter relevance; Inventory issue: Stockout for 5 days - lost 74 units
November,2024,SKU0102,Magic Masala Chips 75g,Snacks,Chips,885,29.5,28320.0,5.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,18% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0133,Frozen Peas 500g,Frozen Foods,Frozen Foods,1049,35.0,93361.0,29.5,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,15% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0170,Aluminum Foil 9m,Household,Kitchen,548,18.3,48772.0,-3.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0204,School Bag Medium,Stationery,Bags,466,15.5,372334.0,11.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0209,Mobile Charger 18W,Electronics,Electronics,146,4.9,90374.0,-18.9,Regular consumer demand,Normal Trading,Low stock impact - 16 units missed opportunity,Moderate Decline,None,No Winter relevance,None,2% avg weekend uplift,0,16,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0288,Prayer Oil Lamp Brass,Household,Religious,598,19.9,250562.0,17.3,"Diwali demand surge - Lamp, Oil, Prayer",Festival - Diwali,Adequate inventory maintained,Stable,Diwali,No Winter relevance,None,3% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance
November,2024,SKU0146,Pomegranate 1kg,Fruits & Vegetables,Fruits,285,9.5,76665.0,18.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0104,Mixture Snacks 500g,Snacks,Traditional Snacks,469,15.6,79261.0,-8.0,Regular consumer demand,Normal Trading,Stockout for 4 days - lost 55 units,Stable,None,No Winter relevance,None,18% avg weekend uplift,4,55,Seasonal factor: No Winter relevance; Inventory issue: Stockout for 4 days - lost 55 units
November,2024,SKU0137,Frozen Momos 500g,Frozen Foods,Frozen Foods,244,8.1,48556.0,1.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0004,Raw Rice 25kg,Grocery,Rice,537,17.9,804963.0,19.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0129,Garlic Bread 200g,Bakery,Bakery,91,3.0,6552.0,1.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0142,Ginger 250g,Fruits & Vegetables,Vegetables,530,17.7,32860.0,10.4,Regular consumer demand,Normal Trading,Low stock impact - 19 units missed opportunity,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,19,Seasonal factor: No Winter relevance
November,2024,SKU0006,Wheat Flour Atta 5kg,Grocery,Atta,668,22.3,193052.0,-3.2,Regular consumer demand,Normal Trading,Low stock impact - 49 units missed opportunity,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,49,Seasonal factor: No Winter relevance
November,2024,SKU0122,Pizza Base 200g,Bakery,Bakery,110,3.7,6820.0,-8.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0109,Chocolate Gift Box 500g,Snacks,Chocolates,912,30.4,418608.0,78.8,Diwali demand surge - Gift,Festival - Diwali,Adequate inventory maintained,Strong Increase,Diwali,No Winter relevance,None,18% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance; Significant demand spike - review forecast
November,2024,SKU0215,Induction Stove 1800W,Electronics,Appliances,233,7.8,722067.0,11.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0190,Talcum Powder 400g,Personal Care,Skin Care,526,17.5,46814.0,9.6,Regular consumer demand,Normal Trading,Low stock impact - 45 units missed opportunity,Stable,None,No Winter relevance,None,6% avg weekend uplift,0,45,Seasonal factor: No Winter relevance
November,2024,SKU0223,Blanket Double,Lifestyle,Bedding,1436,47.9,1721764.0,181.6,Winter demand - Blanket; Electronics and lifestyle deals,Promotion - Black Friday Style,Adequate inventory maintained,Strong Increase,None,Winter demand - Blanket,Black Friday Style,7% avg weekend uplift,0,0,Seasonal factor: Winter demand - Blanket; Promotion active: Black Friday Style; Significant demand spike - review forecast
November,2024,SKU0180,Kumkum Powder 50g,Household,Religious,661,22.0,27762.0,46.9,"Diwali demand surge - Religious, Kumkum, Festival",Festival - Diwali,Adequate inventory maintained,Moderate Increase,Diwali,No Winter relevance,None,3% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance
November,2024,SKU0247,Cheese Popcorn 100g,Snacks,Snacks,161,5.4,9982.0,-10.6,Regular consumer demand,Normal Trading,Stockout for 3 days - lost 13 units,Moderate Decline,None,No Winter relevance,None,5% avg weekend uplift,3,13,Seasonal factor: No Winter relevance; Inventory issue: Stockout for 3 days - lost 13 units; Niche product - irregular demand pattern
November,2024,SKU0001,Ponni Rice 25kg,Grocery,Rice,662,22.1,1058538.0,0.3,Regular consumer demand,Normal Trading,Low stock impact - 23 units missed opportunity,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,23,Seasonal factor: No Winter relevance
November,2024,SKU0241,Coconut Biscuits 200g,Snacks,Biscuits,694,23.1,36088.0,10.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,18% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0248,Fruit Jam 500g,Grocery,Spreads,494,16.5,68666.0,-3.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0252,Fruit Cake 300g,Bakery,Bakery,418,13.9,70642.0,26.7,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,10% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0159,Agarbathi 100 sticks,Household,Religious,1128,37.6,89112.0,29.7,"Diwali demand surge - Religious, Festival",Festival - Diwali,Low stock impact - 95 units missed opportunity,Moderate Increase,Diwali,No Winter relevance,None,3% avg weekend uplift,0,95,Festival demand: Diwali; Seasonal factor: No Winter relevance
November,2024,SKU0005,Basmati Rice 5kg,Grocery,Rice,913,30.4,756877.0,12.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0217,Smart LED Strip Lights 5m,Electronics,Lighting,649,21.6,778151.0,20.2,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0076,Flavored Milk 200ml,Dairy,Beverages,605,20.2,13915.0,6.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0101,Lays Chips 50g,Snacks,Chips,707,23.6,13433.0,24.0,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,18% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0098,Lemon Juice 600ml,Beverages,Juices,677,22.6,41974.0,18.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0015,Sunflower Oil 1L,Grocery,Oil,853,28.4,101507.0,23.6,Diwali demand surge - Oil,Festival - Diwali,Adequate inventory maintained,Moderate Increase,Diwali,No Winter relevance,None,5% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance
November,2024,SKU0113,Kids Chocolate Pack,Snacks,Chocolates,387,12.9,142803.0,7.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,18% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0152,Jasmine Flowers 100g,Fruits & Vegetables,Flowers,484,16.1,30008.0,46.7,Diwali demand surge - Festival,Festival - Diwali,Adequate inventory maintained,Moderate Increase,Diwali,No Winter relevance,None,9% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance
November,2024,SKU0043,Oats 1kg,Grocery,Breakfast,546,18.2,97734.0,1.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0219,Raincoat XL,Lifestyle,Rainwear,646,21.5,270674.0,34.6,Electronics and lifestyle deals,Promotion - Black Friday Style,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,Black Friday Style,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Promotion active: Black Friday Style
November,2024,SKU0003,Idly Rice 10kg,Grocery,Rice,631,21.0,756569.0,10.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0222,Pillow Cover Pair,Lifestyle,Bedding,662,22.1,151598.0,0.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0144,Banana 1 dozen,Fruits & Vegetables,Fruits,745,24.8,31290.0,-0.7,Regular consumer demand,Normal Trading,Low stock impact - 43 units missed opportunity,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,43,Seasonal factor: No Winter relevance
November,2024,SKU0249,Choco Spread 350g,Grocery,Spreads,78,2.6,20982.0,-13.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0055,Instant Noodles 12 Pack,Grocery,Instant Foods,706,23.5,98134.0,17.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0010,Toor Dal 1kg,Grocery,Pulses,697,23.2,124763.0,-3.2,Regular consumer demand,Normal Trading,Low stock impact - 37 units missed opportunity,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,37,Seasonal factor: No Winter relevance
November,2024,SKU0066,Paneer 200g,Dairy,Dairy,1582,52.7,124978.0,17.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0045,Peanut Butter 1kg,Grocery,Spreads,128,4.3,47232.0,-14.7,Regular consumer demand,Normal Trading,Low stock impact - 4 units missed opportunity,Moderate Decline,None,No Winter relevance,None,1% avg weekend uplift,0,4,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0171,Tissue Paper 200 pulls,Household,Household,891,29.7,55242.0,6.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0169,Garbage Bags 30pcs,Household,Household,848,28.3,100912.0,17.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0189,Face Wash 100ml,Personal Care,Skin Care,763,25.4,106057.0,-5.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0277,Candle Pack 20pcs,Household,Religious,786,26.2,62094.0,37.9,"Diwali demand surge - Candle, Religious",Festival - Diwali,Adequate inventory maintained,Moderate Increase,Diwali,No Winter relevance,None,3% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance
November,2024,SKU0039,Ready Pongal Mix 500g,Grocery,Mixes,468,15.6,36972.0,-8.2,Regular consumer demand,Normal Trading,Low stock impact - 36 units missed opportunity,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,36,Seasonal factor: No Winter relevance
November,2024,SKU0041,Papad 200g,Grocery,Snacks,534,17.8,22428.0,18.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0194,Sanitary Pads XL Pack,Personal Care,Feminine Care,652,21.7,90628.0,-13.1,Regular consumer demand,Normal Trading,Low stock impact - 26 units missed opportunity,Moderate Decline,None,No Winter relevance,None,6% avg weekend uplift,0,26,Seasonal factor: No Winter relevance
November,2024,SKU0201,Notebook A4 200 pages,Stationery,Stationery,63,2.1,4977.0,5.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0280,Bluetooth Earbuds TWS,Electronics,Electronics,84,2.8,193116.0,-6.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0030,Cardamom 50g,Grocery,Spices,382,12.7,102758.0,-2.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0038,Millet Mix 1kg,Grocery,Grains,85,2.8,11815.0,-5.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0220,Travel Bag Medium,Lifestyle,Luggage,246,8.2,344154.0,17.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0140,Potato 1kg,Fruits & Vegetables,Vegetables,1236,41.2,28428.0,11.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0251,Herbal Tea 100g,Beverages,Tea,222,7.4,50838.0,-7.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0257,Sweet Corn Soup 50g,Grocery,Instant Foods,445,14.8,18690.0,64.8,Diwali demand surge - Sweet; Winter demand - Sweet,Festival - Diwali,Adequate inventory maintained,Strong Increase,Diwali,Winter demand - Sweet,None,5% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: Winter demand - Sweet; Significant demand spike - review forecast
November,2024,SKU0065,Butter 100g,Dairy,Dairy,551,18.4,49039.0,-3.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0285,Steel Plates Set 6pcs,Household,Kitchenware,154,5.1,95326.0,-14.4,Regular consumer demand,Normal Trading,Low stock impact - 9 units missed opportunity,Moderate Decline,None,No Winter relevance,None,1% avg weekend uplift,0,9,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0155,Pineapple Per Piece,Fruits & Vegetables,Fruits,640,21.3,46080.0,-3.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0292,Fruit Basket Combo,Fruits & Vegetables,Fruits,466,15.5,195254.0,19.5,Diwali demand surge - Festival,Festival - Diwali,Stockout for 5 days - lost 80 units,Stable,Diwali,No Winter relevance,None,9% avg weekend uplift,5,80,Festival demand: Diwali; Seasonal factor: No Winter relevance; Inventory issue: Stockout for 5 days - lost 80 units
November,2024,SKU0265,Laundry Liquid 1L,Household,Laundry,635,21.2,145415.0,-8.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0173,Room Freshener 240ml,Household,Air Freshener,175,5.8,27825.0,-2.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0151,Betel Leaves 1 Pack,Fruits & Vegetables,Leaves,398,13.3,16716.0,10.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0063,Fresh Milk 500ml,Dairy,Milk,1591,53.0,41366.0,20.5,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0240,Herbal Shampoo 400ml,Personal Care,Hair Care,667,22.2,152743.0,17.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0224,Towels Bath Size,Lifestyle,Bedding,676,22.5,222404.0,7.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0082,Tea Powder 1kg,Beverages,Tea,722,24.1,201438.0,9.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0158,Beetroot 1kg,Fruits & Vegetables,Vegetables,857,28.6,35994.0,-4.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0296,Puja Flowers Combo,Fruits & Vegetables,Flowers,756,25.2,203364.0,57.5,Diwali demand surge - Festival,Festival - Diwali,Adequate inventory maintained,Strong Increase,Diwali,No Winter relevance,None,9% avg weekend uplift,0,0,Festival demand: Diwali; Seasonal factor: No Winter relevance; Significant demand spike - review forecast
November,2024,SKU0165,Floor Cleaner 1L,Household,Cleaning,762,25.4,128778.0,5.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0118,Protein Chips 100g,Snacks,Health Snacks,128,4.3,17792.0,6.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0136,Frozen Pizza 300g,Frozen Foods,Frozen Foods,212,7.1,35828.0,-11.7,Regular consumer demand,Normal Trading,Low stock impact - 20 units missed opportunity,Moderate Decline,None,No Winter relevance,None,5% avg weekend uplift,0,20,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0283,Pressure Pan 3L,Household,Cookware,176,5.9,140624.0,-2.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
November,2024,SKU0058,Tomato Ketchup 1kg,Grocery,Condiments,871,29.0,121069.0,11.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0267,Face Cream 200ml,Personal Care,Skin Care,626,20.9,143354.0,-9.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0061,Fresh Milk 1L,Dairy,Milk,1026,34.2,53352.0,-7.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0080,Chocolate Milk 180ml,Dairy,Beverages,812,27.1,34104.0,8.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0207,LED Bulb 9W,Electronics,Lighting,905,30.2,125795.0,16.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
November,2024,SKU0195,Baby Diapers 42pcs,Personal Care,Baby Care,877,29.2,700723.0,21.8,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
December,2024,SKU0264,Air Freshener Spray 300ml,Household,Air Freshener,113,3.6,17967.0,-8.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
December,2024,SKU0176,Water Bottle 1L,Household,Kitchenware,696,22.5,159384.0,12.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
December,2024,SKU0060,Black Channa 1kg,Grocery,Pulses,737,23.8,72963.0,18.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
December,2024,SKU0094,Energy Drink 250ml,Beverages,Beverages,85,2.7,11815.0,-8.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
December,2024,SKU0097,Green Tea 100g,Beverages,Tea,87,2.8,14703.0,-6.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
December,2024,SKU0062,Fresh Milk 1L,Dairy,Milk,1445,46.6,73695.0,16.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
December,2024,SKU0138,Tomato 1kg,Fruits & Vegetables,Vegetables,1157,37.3,48594.0,24.4,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
December,2024,SKU0139,Onion 1kg,Fruits & Vegetables,Vegetables,1488,48.0,47616.0,14.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Winter relevance
December,2024,SKU0294,Men's Kurta Set XL,Lifestyle,Clothing,424,13.7,889976.0,-2.3,Regular consumer demand,Normal Trading,Low stock impact - 28 units missed opportunity,Stable,None,No Winter relevance,None,7% avg weekend uplift,0,28,Seasonal factor: No Winter relevance
December,2024,SKU0123,Muffins 2pcs,Bakery,Bakery,90,2.9,7110.0,-3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Winter relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Winter relevance; Niche product - irregular demand pattern
December,2024,SKU0178,Pooja Plate Set,Household,Religious,362,11.7,97378.0,-22.2,Regular consumer demand,Normal Trading,Stockout for 5 days - lost 63 units,Moderate Decline,None,No Winter relevance,None,3% avg weekend uplift,5,63,Seasonal factor: No Winter relevance; Inventory issue: Stockout for 5 days - lost 63 units; Demand below baseline - investigate cause
